Name,Cell_type,Bptf,Cbfa2t3h,Cdkn2a,Csf1r,Dnmt3a,Egfl7,Eif2b1,Erg,Ets1,Ets2,Etv6,Fli1,Gata1,Gata2,Gata3,Gfi1,Gfi1b,Hhex,Hoxa5,Hoxa9,Hoxb4,Ikzf1,Itga2b,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Mpl,Myb,Nfe2,Nkx2.3,Notch,Pbx1,Polr2a,Prdm16,Procr,Runx1,Sfpi1,Sh2b3,Smarcc1,Tal1,Tcf7,Tet2,Ubc,Vwf
HSC48_159,HSC1,17.34873718,16.96693066,40,40,17.51252269,40,17.62894757,40,40,18.11915997,19.75389314,13.27324581,18.82585279,17.59841425,24.03306155,40,18.35599745,18.40718558,40,40,40,19.30425648,19.30650897,16.48472916,19.74888332,17.96033667,40,40,14.50421097,40,16.59384201,19.91901858,17.2962398,40,40,17.05152365,18.82829746,40,40,24.57262852,19.62367128,40,19.64493419,40,40,18.28117378,15.0026327,40
HSC48_160,HSC1,15.6316709,18.26266093,40,40,16.43439147,19.60296556,17.28200443,18.03589203,40,19.22130751,17.14931605,13.77342233,40,18.14922827,40,40,16.82318625,40,40,40,40,18.68308439,17.8525303,15.31731609,19.9029409,15.02562914,15.51061484,17.10288189,14.57776795,40,14.662889,19.59817888,17.17399934,19.0407553,40,17.80875215,19.68813642,40,40,25.84420214,40,40,17.5250297,16.51157483,40,18.64055739,14.78854125,15.0790137
HSC48_161,HSC1,16.26694465,17.61830776,40,40,14.91226009,6.99423225,16.21506642,18.66152312,20.53652599,18.91329074,15.87133569,11.69179378,18.67168076,17.79063511,40,40,16.90213138,40,40,19.76687697,40,17.57781749,14.95809158,15.60847929,18.09426812,14.88849399,18.63837074,16.91405854,13.80200678,40,13.34184846,19.14035787,15.97814237,40,40,15.04826065,16.149193,17.15732763,40,22.41325211,40,40,15.20337205,16.39300432,40,16.87119083,11.75531958,14.51166281
HSC48_162,HSC1,16.86570417,17.08713111,40,40,16.08830411,18.87707833,17.50760831,18.38333127,19.18692164,19.098501,16.60965163,14.33907133,40,17.74849334,16.1487082,40,16.77882284,40,40,19.01030827,40,18.02185036,17.46369039,15.02696283,40,16.03710542,15.25658447,17.90507645,13.8266241,40,14.50427947,17.32989543,16.73181257,40,40,16.53262365,17.81345944,40,40,22.44277346,17.04850505,40,16.03004588,40,40,18.85482463,12.58569938,40
HSC48_163,HSC1,17.09293656,17.32178022,40,40,17.17173417,40,17.5549067,17.93793716,40,26.68591367,17.03288214,14.22871923,17.70214927,19.14069894,40,40,16.69553551,40,40,18.90943258,40,17.23206551,17.3425449,15.7713689,18.20840474,17.91291578,18.13800511,17.07380655,13.75448536,40,15.79864323,18.05593235,17.86730658,40,40,17.44177037,18.05814791,18.3941178,40,24.37632222,40,40,16.57829792,19.0562087,40,18.02669723,13.63658401,40
HSC48_164,HSC1,16.60504973,18.66476379,40,40,17.79336984,40,40,16.17098151,40,18.25535656,17.56447678,14.971809,40,19.2376267,40,40,17.23269748,23.43576194,18.38831362,19.10197067,40,17.4552748,40,15.44563307,40,15.64596539,16.90996938,15.94145038,15.31327912,40,14.30456935,19.04951408,16.84319326,16.60491504,25.50662549,17.86648532,18.78680902,18.13226035,17.91039681,25.78324422,19.60799236,40,18.82030821,23.13836695,40,18.92024321,12.6448611,16.21338603
HSC48_165,HSC1,16.35066872,17.57764235,40,40,17.2186691,40,40,18.81007555,40,18.82449057,17.84895944,15.21135905,40,19.75281508,16.78990604,40,18.8223917,18.74632439,40,19.8786506,40,16.89525384,18.77113915,16.64972705,40,15.75357038,15.44287355,16.81011136,14.66925337,40,15.93145305,18.33851126,16.63636369,17.05208928,40,18.36238241,18.29884775,40,40,40,17.66766905,40,17.21208769,17.61738264,40,19.78944072,12.63439302,40
HSC48_166,HSC1,17.36077644,16.87758942,40,40,18.72366065,7.030580561,18.39683431,16.33232705,40,17.62762453,21.66926228,14.63777413,40,17.36973528,19.65386441,40,16.35752615,17.47254365,40,18.87850921,40,18.77347028,40,14.98154467,18.84614776,14.76573329,16.21521144,16.24292946,14.07293668,40,14.16465083,18.68689005,16.11054603,17.90738034,40,17.74346475,18.66823834,20.12246101,17.44370118,40,20.90748115,40,17.14277209,40,40,18.38625766,13.2981097,40
HSC48_167,HSC1,16.94740333,40,40,40,16.1620224,40,17.98580463,40,40,40,15.98338969,16.60472737,40,18.25663664,16.32156429,40,40,17.63840445,40,17.47626859,40,17.46018422,18.97593228,14.92508508,40,15.39449442,16.18481245,18.67180483,14.07393416,40,13.14703735,17.68932281,16.84170973,16.4233378,40,18.04468655,18.32646408,18.80712044,18.68401408,25.48962369,16.80986564,40,17.29179057,17.02706595,40,17.99890043,13.07935995,40
HSC48_168,HSC1,16.72155738,19.75597814,40,40,16.153822,19.3851258,19.44348049,16.59532669,40,19.18330667,17.46399124,15.1109073,40,18.96567394,17.10622543,40,18.79086087,40,17.88117101,19.06210659,40,17.56639765,40,14.58646987,19.58015853,14.36408886,17.65647783,16.7495306,15.53643307,19.05438426,15.70127447,18.18520015,16.79454109,17.48176048,40,18.63191405,17.35305664,40,40,26.01636668,17.4220825,40,18.46715329,17.6847104,40,18.97252322,13.95154972,40
HSC48_169,HSC1,17.59478319,17.80835962,40,40,40,40,20.33049193,19.27646084,40,19.08331853,18.05919179,16.89392995,40,20.4861695,40,40,40,17.88688789,40,20.0800036,40,19.11644186,40,15.83463287,17.84161021,16.46516292,17.05117996,40,15.19107467,40,15.07991506,17.28762397,17.88607002,18.20286735,40,17.89879202,22.45402373,40,40,24.31775217,17.3552384,40,18.57333674,18.35783713,40,19.39689464,13.9120281,40
HSC48_170,HSC1,18.29220825,19.33017527,40,40,18.19657504,40,40,18.95916155,20.83498537,40,17.84535582,15.71503222,40,18.5936366,16.13373227,40,40,40,40,19.10038921,20.33428432,17.84371598,40,16.48599463,40,16.57939513,17.45790188,16.94884419,15.77502617,40,15.78178433,19.74405495,17.19757689,17.83453689,40,19.91765162,19.92191297,40,17.90985232,24.68097404,17.70335163,40,23.60482033,17.0995862,40,18.28553918,14.68507518,19.85598192
HSC48_171,HSC1,16.35748437,40,40,40,16.56036115,40,19.78023461,15.44639973,40,40,18.71488174,16.43995341,40,19.15686965,16.75930089,40,19.69403494,17.92932646,18.56418375,18.61132941,18.06420843,17.87187986,40,15.40963374,18.4349502,14.54327876,15.64594862,19.49498521,14.54574798,40,16.27735966,18.70380484,16.67178069,40,40,19.70218909,18.52378134,40,18.23946306,23.29990256,18.20016945,40,17.72008818,16.59760102,40,18.75055429,13.26825747,40
HSC48_172,HSC1,17.23702994,19.13346171,40,40,17.48371492,20.22288795,19.7957369,40,20.76526505,24.37601762,18.69324979,15.89603868,40,20.4166647,40,40,40,21.70500495,40,17.61886138,40,17.85915121,40,14.99445183,20.20451796,15.49065704,16.22122402,16.95970755,14.75947707,40,16.81969461,16.76843954,16.98782903,18.386611,26.18497007,40,20.07244298,40,40,22.51785537,19.41875836,40,17.62216834,40,40,18.65414907,14.31700514,40
HSC48_173,HSC1,17.16823323,17.74687919,40,40,16.68599455,40,19.54903471,17.69855492,40,40,18.17947794,15.19783397,40,20.04727811,40,40,18.19731412,19.16420029,40,17.59519382,19.62232955,19.82163121,19.52016569,15.83622806,17.54136793,16.35606203,16.40717683,17.92463093,15.05093368,40,14.0002132,17.2075249,16.04036492,40,23.3557906,18.53355431,19.02196435,40,40,23.10211888,16.75105932,40,17.57999895,18.93215703,40,20.36373421,13.82186197,40
HSC48_174,HSC1,19.02845841,16.73785391,40,40,17.00270494,40,17.56740596,17.52331952,20.57254297,19.3009804,17.35989756,14.82145852,18.78208081,17.38984917,40,40,18.49319779,17.60268879,40,40,40,18.77149417,17.28409222,15.17023484,17.86135386,15.83624698,16.41013779,18.14599366,14.3697289,40,16.1844931,17.35252135,17.01327187,19.09513691,40,16.47908319,17.81097248,18.18641586,40,21.83422434,18.69091985,40,16.70952224,18.5801479,40,18.78553962,13.00903679,16.3538834
HSC48_175,HSC1,18.34925922,19.06193117,40,40,40,20.38529288,19.5120875,16.51885444,20.95371603,17.03897797,17.93622129,14.81520254,40,18.92267508,40,40,18.71709464,18.34609292,40,18.72210682,40,18.23709009,19.47187781,15.90510339,40,15.70131931,17.0911994,16.12027544,14.65669598,40,15.3857353,18.66906351,17.16207729,18.19736203,24.2322056,18.81128122,19.09768532,18.40644091,17.69417937,22.68272401,19.44654135,40,20.46639442,18.84507184,18.18481728,20.88382277,13.47413813,17.85882569
HSC48_176,HSC1,17.93251593,19.04159489,40,40,40,40,19.23296087,17.44217485,19.82523035,18.23470569,17.70898565,15.45217147,40,19.91867174,16.82448633,40,22.58074962,18.52847439,40,18.92095608,40,17.93649811,40,16.52596688,19.66813394,15.79719099,15.61897243,19.20994359,14.1725575,40,15.38736992,17.60697884,17.57995214,17.28345018,23.92983895,18.57253899,19.71365648,40,40,22.81120382,19.55200905,40,17.17213584,17.4938236,40,20.0141583,13.23760811,40
HSC48_177,HSC1,16.41860398,20.1849112,40,40,19.06240843,40,18.49127649,18.00770302,40,40,17.76012574,13.69306617,40,18.87802965,40,40,19.16728713,18.81765463,40,19.19628069,40,18.58861252,17.03056608,16.11932608,19.66765676,15.62125371,18.12142328,19.4087752,14.57737777,40,14.89956055,17.4138829,17.40764965,40,40,17.28181846,17.86171687,20.92045186,40,21.71911583,20.04334984,40,16.81335796,22.21260842,40,40,12.4493478,16.61169269
HSC48_178,HSC1,18.10702056,18.82527048,40,40,19.04040693,18.98512199,40,17.99175167,40,40,18.71451525,15.17371797,40,19.04695309,40,40,17.79427242,17.85971735,20.6426775,19.4887119,40,18.95008895,40,16.05158836,40,15.09619477,16.70886184,16.3331469,15.37821608,40,15.33154325,18.96972652,17.66166194,18.43885796,25.34796526,19.26638689,20.3731551,40,18.35275252,22.92826308,18.89913043,40,18.8155498,17.99745371,40,20.70036939,13.58950283,20.96593422
HSC48_179,HSC1,18.00277282,16.77158815,40,40,17.771999,40,17.99077662,19.05479503,40,17.8704594,17.59893057,12.87578425,40,19.59404935,40,40,17.54604183,40,40,40,40,18.32914786,16.81499862,16.18761541,18.66899872,19.02532017,40,19.52575822,14.87215387,40,15.33654861,17.48906272,17.94779435,40,40,16.61307566,18.12791373,40,40,22.22446162,19.52313719,40,16.21423693,17.77237971,40,19.93159293,14.47146166,16.74303536
HSC48_180,HSC1,40,18.56594905,40,40,19.68608778,20.41150087,40,19.2135611,40,20.14328939,19.60537919,15.76033864,40,20.96520861,18.12055561,40,19.61010086,40,40,20.13939331,40,18.34207391,40,15.64126788,20.15871351,15.55467743,16.1758246,17.40663254,15.16450491,40,16.15920411,18.60829478,17.09149641,40,40,18.81705899,20.86760415,18.45293652,19.94196221,24.97916747,17.59724481,21.46790912,18.83508688,19.18048982,40,20.01552008,13.80472655,40
HSC48_181,HSC1,19.08028878,18.89634188,40,40,16.0558606,40,19.83585089,15.68422505,40,40,18.32574708,16.33970223,40,20.76344631,40,40,20.52116271,40,18.89630692,18.16219897,19.62962484,18.52937399,40,16.48478077,40,17.3584831,19.26760557,17.66522419,15.99179669,19.94175786,15.90624843,18.69820571,18.74927194,17.94133335,40,18.80656068,19.57131012,40,17.18585285,23.90316363,19.64927511,21.99293996,18.14860147,18.9602345,40,21.38578821,13.45718669,18.47008143
HSC48_182,HSC1,16.42693883,21.7491478,40,40,16.71765754,40,18.4695411,16.99997956,20.7936494,19.13041394,17.85430347,15.01633701,40,19.03219399,40,40,19.0216754,40,40,17.68410831,40,40,40,16.0190936,19.38986719,15.76479969,17.82305284,16.98734789,14.67367983,19.29746223,13.89861218,18.81505532,16.47235118,40,23.78145932,20.22254475,19.48862596,19.41356242,19.09031639,24.41535158,16.7399231,40,17.92923344,19.02943761,40,20.75118932,13.03828739,20.05499344
HSC48_183,HSC1,19.11337903,16.61083861,40,40,17.97166591,40,17.69244533,16.68666151,40,18.99366163,17.6196385,15.24924739,40,19.86952471,40,40,40,18.52240122,40,17.9991705,40,18.26192928,40,15.65165322,40,17.90094237,16.29258877,16.76335205,14.97980681,40,15.54866801,18.46909553,16.36055695,19.09275134,40,18.92091171,18.66319644,40,18.30215352,24.36039827,40,40,17.43378029,18.60117048,40,18.70902091,14.26324963,18.62654499
HSC48_184,HSC1,40,18.43661109,40,40,40,40,19.27717738,16.32946369,20.8485564,40,19.43554694,16.04373484,40,18.32971491,40,18.56919276,40,40,40,19.2418174,40,18.3485826,40,16.11578701,40,15.30576652,18.84961732,19.19648711,14.79730293,18.22368839,16.62928709,18.82342085,18.23764997,16.78959581,40,20.48318334,19.68442134,18.18843153,17.08815084,23.38540876,18.47453666,40,18.17866298,18.86630054,40,18.20680471,14.59294354,40
HSC48_185,HSC1,17.50438615,17.32705218,40,40,17.77634769,40,19.40576283,40,40,40,18.31902349,16.21949823,18.62809892,18.26737187,40,40,40,40,40,19.74185977,40,18.36373988,19.23421657,16.75431614,18.34443194,40,40,40,17.88349755,40,40,17.80308763,16.63472079,40,40,40,21.46536631,40,40,23.42941118,18.22081031,40,19.67787233,18.67035561,40,18.55887868,14.26919452,40
HSC48_186,HSC1,17.97747594,20.13097771,40,40,17.24212049,40,17.80073842,17.97745703,40,17.86607681,17.79441578,14.64890913,40,19.61080744,40,40,16.65891315,40,40,20.48037623,40,19.07234147,16.88557251,16.29200017,17.45930699,16.17270456,18.98516426,19.51469623,14.51597884,40,14.56370307,18.53726562,16.59670601,26.19536833,40,17.38916125,20.31185785,40,40,23.37232092,19.16750174,40,17.84312445,40,40,19.46792512,13.74773781,16.34036727
HSC48_187,HSC1,19.03496505,25.35315282,40,40,17.37679823,40,19.64721984,19.09381344,20.80953131,26.63153666,17.49019443,14.99273921,40,19.46935603,40,40,19.77186566,17.14761733,40,17.88638928,40,17.40929235,40,15.33898169,19.89486427,16.07904131,17.34086267,17.75395059,14.55727699,40,14.8410813,18.2648897,18.0098951,19.28301104,40,26.18998222,19.99329935,40,40,24.62555161,17.34974651,40,17.43091794,18.88668973,40,18.221348,14.15188865,40
HSC48_188,HSC1,16.52431996,21.80157849,40,40,18.85288212,19.23464119,18.29512618,18.73052441,40,40,16.78659694,14.24571088,18.67541136,19.09122486,16.66361493,40,16.06601314,40,40,19.92776837,40,17.48084807,25.85099019,15.11794884,18.6072594,15.95159525,15.98537137,17.78029961,15.15723303,40,15.47457374,17.03583936,16.36687934,40,40,17.24645394,17.96522647,18.1631011,40,21.43454562,17.82090561,40,16.8547063,17.99114558,40,20.1990642,13.2681871,40
HSC48_189,HSC1,17.04846542,16.78410068,40,40,16.92522924,18.70122063,19.26091879,17.8835271,40,17.57577684,15.96193135,14.51160203,18.77934505,16.70136105,17.8324061,40,17.48851493,18.48653084,17.73203813,20.16619247,40,18.20276184,16.73082681,15.47412406,17.11597395,14.69159743,15.62075218,19.46118447,13.85219634,18.95815501,14.29692296,17.98872786,16.56706098,19.07667895,40,16.85811417,20.55641577,40,40,22.39745414,19.03442861,40,17.69630794,18.28901847,40,18.71699909,13.79912521,16.6634505
HSC48_190,HSC1,17.00602637,18.09666748,40,40,17.7177888,23.55043411,17.94755685,16.78064276,40,18.82767562,17.54140587,15.42190395,40,19.58278385,15.9611907,40,17.61183796,40,40,19.3236294,40,19.27744765,40,16.37714401,17.89240983,15.23830697,15.76676977,16.23610955,16.03050698,40,15.15339345,18.99881465,18.28797219,18.75785788,40,17.2537427,19.61498573,40,40,21.64817035,40,40,17.6257376,17.48128168,40,20.04767679,13.76330547,15.81906766
HSC48_191,HSC1,16.78065842,18.30048943,40,40,16.91698912,40,19.25473581,19.13958642,40,17.92590888,16.34841227,13.24006482,18.93412782,17.73641761,16.94994197,40,17.22990006,40,40,40,40,18.83361563,17.24007127,17.48670133,40,17.01399008,17.34928561,40,15.22752759,40,15.14888542,18.31879297,17.03030515,40,25.96839045,17.09664717,40,40,40,23.36989115,18.64520817,26.47814824,17.68715314,17.05116705,40,16.98822422,14.39998097,21.2347766
HSC48_192,HSC1,16.99144303,18.43009239,40,40,16.56928665,40,18.19933322,40,40,16.94990413,18.23787925,15.60907308,40,16.9697106,40,40,16.96373901,40,40,24.02849659,40,17.66463993,18.32722084,14.99982293,40,15.95865178,16.39456984,16.62618323,15.11769859,18.08099498,14.75907192,19.09780969,17.65363502,40,40,17.96368932,18.06299026,19.2407384,40,22.51324965,20.17825518,40,17.15526282,18.9647442,40,19.43135741,13.3676799,18.96938541
HSC48_193,HSC1,16.40132912,40,40,40,18.85209399,23.08794127,17.97624003,19.22447084,40,18.44443962,18.77897472,15.55035078,40,19.61141486,40,40,17.26738389,40,40,20.67844375,40,40,17.48837827,16.45001714,40,16.70405943,16.58537441,40,15.34308195,40,15.15031732,19.77520317,17.40012387,40,40,17.33762596,17.76996299,40,40,24.31539839,40,40,17.71107918,20.44501934,40,19.69514103,14.49143994,16.05062694
HSC48_194,HSC1,18.00792121,40,40,40,16.24822197,40,40,16.60844207,40,17.46452187,17.80483277,15.43870351,40,18.50075862,40,40,19.41841577,18.0479636,40,18.11685321,40,18.86733654,40,15.53261532,18.61673776,15.80384129,16.56130525,16.9633151,14.68183448,40,16.02808421,17.4275993,16.75029332,19.26295984,23.1084525,18.0432883,18.06959099,17.81756151,40,22.43307526,16.84576344,40,19.17554864,18.73153677,40,18.58764731,13.47034531,40
HSC48_195,HSC1,16.17051423,17.68313015,40,40,18.64075816,40,18.31693588,15.5894628,40,18.90384697,16.75601715,14.75642239,40,18.47232826,17.56294665,40,19.71468281,18.53691383,40,18.17734137,40,18.03696982,18.19041882,15.94285444,18.54332837,16.23301234,15.5942981,17.18167563,14.84337198,40,15.40000985,17.79616904,16.01958892,40,40,20.09461075,20.17231669,40,17.4583524,24.72967758,17.54481466,40,19.31117722,17.83217578,40,20.9274407,13.34651144,18.77858461
HSC48_196,HSC1,16.86563375,17.54654778,40,40,16.75802446,18.61915274,17.09051615,15.37743219,40,17.07782373,16.71058861,15.63245457,40,19.3208655,17.60845396,40,18.36075839,19.57664138,40,21.08995196,40,17.50706979,19.60830302,15.50131858,18.06374987,15.05472738,14.97834018,17.68778458,15.09507429,40,14.78891161,18.30990189,16.36055046,40,40,40,17.64892685,18.88512053,40,23.28494851,18.39094185,22.14971553,15.86254391,17.90157521,40,20.21222151,13.33017572,17.05153081
HSC48_197,HSC1,17.02004045,16.29724805,40,40,40,19.13755549,19.41877259,16.15082448,40,23.30283673,16.66515483,17.62215075,40,19.55512984,40,40,40,17.76925224,40,18.53760584,40,18.98956353,40,15.50690876,19.73412115,14.9970483,16.85547508,18.38127029,14.63179961,19.12979783,16.35466478,17.64732273,16.82834515,19.485196,23.96660903,18.35561903,21.90651837,40,40,24.76286224,18.16270351,40,18.24567579,16.61407382,40,17.52710911,14.60712254,40
HSC48_198,HSC1,17.5397728,19.85590828,40,40,18.7298703,19.77111602,40,40,24.88866627,26.39348585,20.03534506,15.0464157,40,19.31415231,40,18.46610608,40,18.65875852,16.97565081,20.2754027,40,19.87544317,40,16.69630024,18.40019837,16.2190428,40,15.62663763,16.94154348,17.16623734,15.1945072,20.11899941,18.45550685,16.13924257,40,18.70934442,19.34706507,40,17.1689175,25.35957598,19.71409685,40,18.20345379,18.85209074,40,22.93027821,13.75370395,16.57908559
HSC48_199,HSC1,17.21497081,18.0493609,40,40,40,40,18.44319294,17.33209434,40,19.23439831,20.48090749,16.48035643,40,18.59427436,18.16502568,40,21.02461082,17.86058263,40,20.51724785,40,19.92621624,40,16.196906,18.53588895,16.34217694,17.28602233,17.43735541,15.27958496,19.27046474,16.54102723,18.66577831,17.9330108,19.68187947,40,19.4220319,21.05724264,19.51750393,17.63500277,24.07031447,40,40,18.51643673,16.36035682,40,19.23402766,14.50130952,16.57959738
HSC48_200,HSC1,17.17056229,17.97566894,40,40,15.72287656,40,17.30962754,18.72197907,40,40,16.97804591,15.04901658,40,21.22823131,40,22.67339873,19.67823543,18.52091356,40,19.42479862,40,18.67546274,19.58519576,16.65347677,19.06430287,16.99769091,16.36935385,40,15.27762157,17.80856336,16.23336926,18.2362546,18.03130157,18.87391543,23.2982025,20.05803475,18.04686804,40,40,24.37248522,16.99587074,40,17.69071604,18.92587011,40,22.56820143,13.30420274,40
HSC48_201,HSC1,16.73582194,17.85291433,40,40,17.89721584,19.97092189,16.45064627,19.30934454,40,19.21566228,17.97564854,13.40454608,18.94265323,18.13173316,40,40,18.78875593,17.16339991,40,24.18163603,40,18.78921148,17.88860335,16.44121672,40,18.33297368,17.5092977,40,14.93665288,19.53524885,15.33868021,17.63329121,17.40875151,40,40,16.64317502,17.41781579,40,40,22.35589443,18.49593738,40,16.69887167,17.87300032,40,19.38050424,13.23095356,19.93046931
HSC48_202,HSC1,16.87011159,18.82909001,40,40,18.6496436,20.05498386,18.99034811,18.72230826,40,40,17.51413544,16.2073934,40,17.03186892,40,40,40,40,18.48797169,18.59830267,40,18.28859424,21.64825218,16.32206343,19.58016907,16.04483802,17.53513197,17.49659761,15.66943725,19.0142873,15.63786567,18.52495086,18.1619093,19.28272853,40,18.37251366,19.66697031,40,19.23395402,25.32371125,18.78110417,40,40,18.69648778,40,17.86850492,14.05908385,40
HSC48_203,HSC1,18.15388213,19.81073541,40,40,17.66821405,40,19.32167539,16.53157013,40,18.78361194,17.0763088,16.00818176,40,18.25865201,40,40,17.74675498,40,40,18.61900208,40,18.2961138,40,15.22555209,40,15.18756276,17.14230281,18.73610242,15.05386413,40,14.92417424,17.71497285,16.67944112,40,25.56026223,19.28519085,21.53014965,22.37760897,17.97431689,24.2085657,17.46693021,40,18.117593,17.13473019,40,17.54909247,14.06504605,40
HSC48_204,HSC1,18.08788663,17.6493605,40,40,17.31082981,40,16.18127008,18.97024766,20.61123939,40,17.19675598,13.45988526,18.83632759,19.56692296,19.40880442,40,18.03803996,40,40,20.60249672,40,18.12521639,17.07006007,15.82126278,20.24539746,17.10152856,19.00339934,18.15983053,14.58941842,40,14.45177567,18.85718057,16.85044012,40,40,15.75745044,18.32856555,40,40,22.50480042,23.44338911,40,17.5457851,17.27902412,40,40,14.02550217,15.03730895
HSC48_205,HSC1,18.94803293,18.14948662,40,40,16.49579499,40,19.66645057,16.1810928,20.80088138,19.19988054,18.66623164,15.06419194,40,17.959037,17.12323685,40,17.34855353,23.79140977,17.13684792,19.52355246,18.62944134,19.69906213,40,17.0052742,40,16.49848121,16.22748552,16.22905074,14.86724584,40,14.78486083,20.48439727,16.91051793,16.93279114,25.90393712,19.40077507,18.60280605,19.29869277,19.25829274,24.30982585,18.34588501,40,18.13288325,22.87953698,40,19.79898881,14.44900469,16.60923114
HSC48_206,HSC1,16.0534609,17.82366265,40,40,16.41436157,40,40,40,40,17.5616202,17.18490222,13.9899127,40,18.09501409,40,40,16.94623847,18.45463679,40,40,40,19.50002342,14.74355016,16.60878432,40,15.82424518,18.13858455,19.14079234,14.34618656,40,14.72725213,17.52285668,17.10609868,40,40,17.26984919,19.43797318,19.04396618,40,22.64385321,40,40,17.22678722,18.78281351,40,20.31361485,14.65379702,15.07209939
HSC48_207,HSC1,19.02546406,18.36221108,40,40,18.61863217,40,19.45293941,16.37315242,40,40,18.3425493,16.15118489,40,19.0041816,17.85898263,40,40,40,40,19.28713554,40,17.42105848,40,15.8690086,19.83654475,16.47705683,17.99397255,17.67811511,14.68684317,40,14.71705565,17.58856329,17.88521076,19.10860988,40,19.18631452,19.38062035,40,19.06040643,22.62048733,18.84172852,40,18.39862221,40,40,19.04147132,14.5757756,40
HSC48_208,HSC1,18.85777611,18.52495881,40,40,18.42165773,40,20.20627339,16.78577089,40,40,18.19490235,14.98511701,40,19.88332589,15.47594767,40,40,18.21522615,18.31432697,16.74310447,40,17.67142047,19.21419813,15.8171737,17.64474788,16.21630299,16.93183675,16.14652876,15.09121092,19.17254969,14.66193169,18.61159506,17.55378241,40,24.36262854,17.87999053,18.07171954,40,18.10581114,23.47161984,40,40,21.60125019,40,40,17.06014764,13.81805926,40
HSC48_209,HSC1,17.35668483,22.12584279,40,40,18.61681496,40,18.2755655,18.28685708,20.57906914,19.06704787,18.00999983,15.46458276,40,18.75840426,17.55640345,40,40,18.22288993,16.94493456,19.99538296,19.09034337,18.61924661,40,16.21698999,19.55308349,15.86363553,16.47983631,17.29804203,14.12676184,19.01660224,14.68032644,17.94506168,18.27836745,19.16399458,23.88094693,40,20.32521365,19.97322212,17.53739222,23.29378881,18.47148997,40,18.79660901,18.62878703,40,20.70498921,12.97836013,18.35788405
HSC48_20X _1,HSC1,13.06736148,13.71874429,40,40,13.22529844,15.70009478,13.99092764,13.06608191,17.41517158,14.41374636,13.58390487,10.3652466,16.86292722,14.61039606,14.10142348,16.7544925,13.77459504,14.38799724,15.56357035,14.81122051,16.85619259,13.75921712,14.7448867,11.42522967,14.26278308,11.65580795,12.626725,12.5579267,10.38526113,15.11914648,10.45264825,14.42690351,12.61884803,13.46869529,21.69833831,13.87940773,14.573706,15.01332141,14.71201825,19.67130893,14.42770701,40,13.59358252,14.41462263,40,15.82617056,9.579348439,12.96536811
HSC48_20X _2,HSC1,12.97373852,13.42458275,40,40,13.35239683,15.9618962,14.42633351,12.91703408,16.31710154,14.59934278,13.76986986,10.37704576,16.4931506,13.89287995,14.56202696,18.62191176,13.3586665,15.77746847,16.39859174,15.36365378,16.60656279,14.20880872,13.86361617,10.97079425,13.84457875,11.06011604,11.89365581,13.09008541,10.33144352,15.74781676,10.18600905,13.88361403,12.2386424,14.28868196,19.77903736,13.61980073,14.14749746,15.30135406,14.07974051,19.1539438,13.81317081,18.23105035,13.62243808,14.24607782,40,15.18205638,9.437344985,12.58403414
HSC48_20X _3,HSC1,12.91334621,14.24563557,40,40,13.29039704,16.3257225,13.90543877,13.58330869,16.62136384,14.38175063,13.64341156,10.10806398,16.36826753,14.29863511,13.59447563,40,13.68198823,14.18094564,16.48537516,15.36312233,16.75312706,14.13707203,14.17421138,11.48062769,14.28370306,12.09286277,12.2461813,12.97159648,10.65009212,16.11678925,10.46007428,14.77025262,12.71678969,14.47352139,21.18385112,13.82324355,14.25419816,15.97212034,14.93462674,20.00684942,13.88843953,20.47925568,13.43182709,13.71694087,17.6128752,15.68147,8.949526723,12.93123826
HSC48_20X _4,HSC1,12.71233999,12.98064374,40,40,12.59467037,15.71707455,13.89562249,12.71776174,16.70969602,14.80020535,12.87707141,10.4062943,16.43480599,13.72915081,13.71083772,17.24008333,13.41217166,14.09746382,14.04148911,13.79125027,15.82444877,13.3417013,13.65317099,10.97404248,13.94196324,10.96076175,11.46340949,12.82634991,9.930350736,15.20069242,9.918034413,13.68907071,11.93602286,13.69206176,19.54843579,13.86474275,13.64739001,14.73228062,13.54122617,18.30646915,13.26154215,19.23456614,12.91416521,13.70820445,40,15.33882846,8.809818517,11.97208607
HSC48_20X _5,HSC1,13.13823732,14.10354037,40,19.08498641,13.5891902,16.67129192,14.09818829,13.62388397,17.86100788,14.62838389,13.58343747,10.83193575,15.82036603,14.52799244,14.50624343,18.83334013,14.46775035,14.64215582,14.87517123,14.84609531,17.5527691,13.85861949,15.03290591,11.36940212,13.97749072,11.55982316,12.82429103,12.86806241,10.52143684,15.63562627,10.62816784,13.60258535,12.82500587,14.30523631,22.50003441,14.22060636,15.50434547,15.41285254,15.09954197,18.5091721,14.32722197,20.79652781,13.51299838,13.98859801,19.48916794,15.4064899,9.478212976,13.73761282
HSC48_210,HSC1,16.78101486,19.07609178,40,40,17.87772612,40,19.14889663,18.90365066,25.31107689,18.10586357,18.90005796,17.31346459,40,17.9307015,40,40,19.19363619,19.31509276,40,40,19.43342351,19.6685038,40,15.11373074,19.5467472,16.05401879,18.9215826,16.90668061,15.62387533,40,16.57683836,18.9949628,18.47642251,40,40,21.6341514,20.07997169,17.52413422,40,23.51704056,18.54462432,40,18.85928989,17.8913801,40,20.18123515,14.58618886,40
